tweet_id,retweet,text,source,screen_name,name,location,description,followers,following,created_at,created_at_seconds,hashtag1,hashtag2,url1,url2,mention1,mention2,lat,lon
251028449454600192,251019752493961217,"RT @SpongieGomez: At least Avalanna dreams came true before she passed away. She got to marry Justin Bieber, and she got her first kiss  ...",web,meganbieber_27,Megan McIlwee,,"“Haters will say what they want, but their hate will never stop you from chasing your dream” ~justinbieberr♡                                        
*Bєℓιєвєя*",143,191,Mon Aug 30 12:24:08 +0000 2010,1348699220.0,,,,,SpongieGomez,,,
251028450222149632,,"Can u STFU ""@iKerisus: ""RIP Avalanna"" wtf? That hoe was fucking Justin Bieber and pretended she had cancer for attention, smfh, fame-""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ImThatKidrauhl,emily. ,being cute with vaginarauhl^.^,I fell in love with a boy from a small town in Canada. He made me who I am today. A proud Belieber. http://ask.fm/imthatkidrauhl #Believe 8/23/12 11:41pm,8190,1074,Tue Nov 16 21:45:55 +0000 2010,1348699221.0,,,,,iKerisus,,,
251028450729660416,,"""Meus fãs me inspiram muito, eles me ajudaram a passar por muitas coisas"" - Justin Bieber",web,Welovesbiebers,Brazil Loves JB♥ ‏,"Brazil, Branadá","I Love You Much , My Pride @justinbieber. Every day I love you more, My life. I am very proud to be belieber. The Brazil needs you again.♥",372,1279,Sun Sep 18 03:04:08 +0000 2011,1348699221.0,,,,,,,,
251028451698565120,,Lo más cagado es que Justin Bieber se debe estar cogiendo a Selena y ni le importa que esa pendeja se haya muerto. RIP Avalanna,web,NoSoyMadonna,Madonna. ,,"Me burlo de todo, digo cosas racistas y critico cualquier cosa. ¡No Regreso El Follow! ",284,59,Wed Aug 10 22:45:47 +0000 2011,1348699221.0,,,,,,,,
251028452931686400,,"Hello Come to mi ask? Do you Like justin Bieber I dislike his Mu... — aw, yeah i like one of justin biebers songs http://t.co/cGRmjDoN","<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",fxcked_society,☯~ADAM✞~☯,London,"Yes, i'm being deadly serious in my icon. Instagram - AdamWaithe https://www.facebook.com/adam.waithe",32473,32260,Tue Sep 27 18:33:15 +0000 2011,1348699221.0,,,http://t.co/cGRmjDoN,,,,,
251028453535657984,251027796539895808,RT @livjonesxo: @BellaGolding a 6 year old that had cancer and justin loved her she was a big belieber an he pretended to marry her an c ...,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",BellaGolding,bella ,TO INFINITY AND BEYOND,wish I was a mermaid,105,246,Tue Jan 31 16:00:13 +0000 2012,1348699221.0,,,,,livjonesxo,BellaGolding,,
251028453850222592,251026747439599616,"RT @xlookatusnow_: ""LADY GAGA E' BORN THIS WAY, JUSTIN BIEBER E' BORN TO BE SOMEBODY, IO SONO BORN TO BE UN CESS.""CREPO AHAHAHAHAHAHAHAH ...",web,yootaylor,▼,,ho pisciato sopra justin bieber quindi è mio.,1579,418,Sun Sep 18 21:24:44 +0000 2011,1348699221.0,,,,,xlookatusnow_,,,
251028454554865665,,Chris Brown - Ladies Love Me feat Justin Bieber.,"<a href=""http://messaging.nokia.com/"" rel=""nofollow"">Social by Nokia</a>",SwirvBacky,Backy.,"Bordeaux , France","Twitter, l'endroit ou on peut suivre des gens.. sans marcher derrière eux.",44,27,Mon Dec 05 19:49:35 +0000 2011,1348699222.0,,,,,,,,
251028457390227456,245650785155821571,"RT @BieberHechoos: Justin;""No estaba tan borracho"". Alfredo: ""Te pusiste a llorar por que querías conocer a Justin Bieber"". RT",web,aguscepedaa,Cael me ama ♥,,Amo a justin bieber.,82,46,Tue May 10 22:20:23 +0000 2011,1348699222.0,,,,,BieberHechoos,,,
251028457784475648,,Justin Bieber &gt;,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FabrianaMoreau,Fabriana Moreau,California,I want to be a Model & Fashion is my life,174,149,Mon Jun 06 21:58:54 +0000 2011,1348699222.0,,,,,,,,
251028457465712640,250985010599981056,RT @UnChicoPiensa: Da pena que alguien por cumplir su sueño y ayudar a los demás sea tan criticado como lo es Justin Bieber.,web,pattielove1D,LiveWhileWe'reYoung,londres,15 - los sueños se cumplen(: https://twitpic.com/818oe1 @justinbieber - 11.11.11 JB / @onedirection mas que mis idolos al igual que @littlemixoffic y @cherlloyd,705,699,Fri Mar 11 18:19:55 +0000 2011,1348699222.0,,,,,UnChicoPiensa,,,
251028458501701632,250969780272648192,"RT @juz10_: RIP Avalanna, we'll never forget you. No matter who Justin marries, you'll always be Mrs Bieber. Sleep tight angel. http://t ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",date1dforever,FOLLOW ME HARRY,,"one direction, justin beiber, selena gomez, ariana grande, little mix, austin mahone, cher lloyd, talor swift.",451,1171,Wed Dec 21 16:35:31 +0000 2011,1348699223.0,,,,,juz10_,,,
251028458560430080,250951929683910656,"RT @__lookatusnow: doveva crescere,vantarsi di aver dato il suo primo bacio a justin bieber,mettere su famiglia,invecchiare dolcemente,n ...",web,jbcalledmelove,Stay Strong ϟ,Stratford,"'Noi non siamo normali,siamo speciali.'
Cit @_littlestar18_ Grazie @ddlovato @onedirection @justinbieber La scherma e la musica sono i motivi per cui io vivo.",918,1928,Mon Mar 26 18:56:36 +0000 2012,1348699223.0,,,,,__lookatusnow,,,
251028465283907584,,Justin Bieber is so hot,web,suicunt,Lord of Darkness,Manchester,"I love Two Door Cinema Club, American Horror Story, The Lord Of The Rings, Zac Efron, Bo Burnham and CutiePie/PewDiePie a lot.",84,90,Wed Mar 21 18:05:26 +0000 2012,1348699224.0,,,,,,,,
251028465233575937,250957613783715842,"RT @Jereminuscule: Je suis un sans cœur parce que je ne chiale pas étant donné que je ne suis pas une groupie de Justin Bieber, mon dieu.",web,MonPetitOreo,I ♥ Zayn Malik,France,"Follow me and i follow back, euhm...i'm directioner and  i love Niall, Harry, Zayn, Liam and Louis i love all the world but more Zayn hahaha :)ILoveYouJustin♥♥",507,674,Tue Jul 31 11:43:21 +0000 2012,1348699224.0,,,,,Jereminuscule,,,
251028465975967744,,"“Oh, it’s Justin Bieber!” http://t.co/ayshnpna","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>",mz_jem,Puppy.,DarrenCriss' Closet!,@chriscolfer tweeted me on 21/7/2012 #Klainer #Glee #TheLandOfStories #TheNewNormailIsADrug #KittenBoyForPresident  #RyanMurphy Called me PUPPY! ,2137,1944,Mon Jun 13 15:07:37 +0000 2011,1348699224.0,,,http://t.co/ayshnpna,,,,,
251028466391207937,251027889095598080,"RT @DABieberBreezy: u wanna get slapped tho? RT @iKerisus ""RIP Avalanna"" wtf? That hoe was fucking Justin Bieber and pretended she had c ...",web,naomibieber_,believe ♥,"Kilmarnock, UK","love you @justinbieber ! ♥ saw kidrauhl at the summertime ball, best night ever! believe tour 21/2/13 x @onedirection love you guys! met 11/9/11 ",1125,2002,Sun Jan 10 22:39:40 +0000 2010,1348699224.0,,,,,DABieberBreezy,iKerisus,,
251028467150376960,251027726935416832,"RT @MiliSwaggy: Fallece fan de Justin Bieber?.. Una fan?.. Ella es una Gran Belieber, Hermana, Hija, Esposa y por sobre todo LUCHADORA.. ...",web,ellosmedicenale,Ale Talavera,All Around The World (?),God its the first thing in my live. GOD I LOVE YOU... ~Belieber ~Directioner ~Selenator ~Jonatic ~Lovatic :3 ,237,449,Fri Apr 30 15:39:20 +0000 2010,1348699225.0,,,,,MiliSwaggy,,,
251028467158749184,251027555228975105,RT @TeenMas: @_LizethCastillo Triste noticia: fallece Avalanna la grande fan de Justin Bieber http://t.co/ZeB2hydi  RT please  Follow,web,_LizethCastillo,♥LWWY ♥,,"Follow me & Follow back :)
Mi idola♥ es @katyperry
Soy Directioner de♥...I Love♥ @Harry_Styles @Real_Liam_Payne @Louis_Tomlinson @NiallOfficial @zaynmalik ",1566,1945,Wed Mar 21 23:23:06 +0000 2012,1348699225.0,,,http://t.co/ZeB2hydi,,TeenMas,_LizethCastillo,,
251028468517720064,,I Hate Being Judged Because I Like Justin Bieber :(,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",aishagrawal06,Ash Bieber ♥,Justin's Heart ♥,"I'm @justinbieber 's Princess,@Real_Liam_Payne 's Angel,@zaynmalik 's Baby,@Louis_Tomlinson 's Muffin,@Harry_Styles 's Candy & @NiallOfficial 's Sugar ♥",187,157,Tue May 25 12:56:15 +0000 2010,1348699225.0,,,,,,,,
251028469012656129,251006555372261376,RT @peralta_nico: El adiós a la fan número 1 de @justinbieber  http://t.co/CfTJYB6x,web,aguscampanita,AgusCampanita ❣,cordoba capital,"Organizadora de eventos. 
REÍR TE SALVA. YOUNG-DREAMER ☆
http://aguscampanita.tumblr.com/
http://weheartit.com/aguscampanita",582,1996,Thu Jun 17 18:00:01 +0000 2010,1348699225.0,,,http://t.co/CfTJYB6x,,peralta_nico,justinbieber,,
251028469868269568,,blasting justin bieber k &gt;&gt;&gt;,web,OddSachelle,peasants.,wherever you are.,i tweet whatever i want - problem? unfollow.,142,136,Thu Jul 21 22:53:41 +0000 2011,1348699225.0,,,,,,,,
251028470363209728,,"""Avalanna means the world to me. I feel she is one of my biggest fans."" - Justin Bieber",web,0800JBieber,Brazilian Belieber ,StratfOMG JUSTIN BIEBER,,2048,355,Sat Dec 11 20:50:40 +0000 2010,1348699225.0,,,,,,,,
251028470619066368,,Justin Bieber'ın son albümü cok iyi önceden jb dinlemezdim ama simdi gittim aldım albümünü :D #believe,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",iremintwiti,irem☮,JUST PUT YOUR PAWS UP!,a bad directioner.. HarryStyles lover ♥ Nicki Minaj's fake sis. the best Barbz! Ashley Tisdale's follower xoxo,437,554,Wed Sep 01 20:03:40 +0000 2010,1348699225.0,believe,,,,,,,
251028473617997824,251024965661491200,@RuidoCensurado tienes como una obsesión con justin bieber ella era una persona igual que tu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarySantamariaR,Maria Santamaria,"Panamá,Panamá",,46,43,Sat Oct 02 23:47:35 +0000 2010,1348699226.0,,,,,RuidoCensurado,,,
251028478441422848,251028080309727232,@Mari227Mari Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,0,2,Wed Sep 26 15:52:36 +0000 2012,1348699227.0,,,,,Mari227Mari,TeamMoshe,,
251028479846514688,,Me ha gustado un vídeo de @YouTube de @jonathan_lago (http://t.co/XAH2vPML - 500 Maneras de matar a Justin Bieber Especial Happy,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Tertefgi,Tertefgi,Ibiza,"Subo videos de Pc y PS3 pero catualmente solo subo una serie de DIABLO3 pasaros a verla por mio canal
",45,33,Thu Feb 09 15:11:33 +0000 2012,1348699228.0,,,http://t.co/XAH2vPML,,YouTube,jonathan_lago,,
251028481473916929,,"RT @MyBelieveTour: *My World Tour*: ''You say JUSTIN, I say BIEBER! *Believe tour*: ''I say BIEBER, and you say conda!''","<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",PaparazziBieber,Rizano Dian K,Muntilan Magelang Indonesia,@CodySimpson @littlecbeadles @greysonchance @jessicajarrell @MadisonPettis22 @Joel_Courtney @fareastmovement @gilangdirga and 6+ verified accounts followed me,1319,1364,Mon Sep 26 10:14:27 +0000 2011,1348699228.0,,,,,MyBelieveTour,,,
251028480945430528,251027126927650816,"RT @TeamOfBieber: Why are bieber haters hating on avalanna now?! What the?! It's not about Justin, it's about a little 6 yeard old girl  ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paulina6_8,Paulina ❤,,"BELIEBER & DIRECTIONER 
“Being single doesn’t mean that you’re weak. It means that you’re strong enough to wait for what you deserve.” - Niall Horan",92,280,Tue Mar 01 21:56:09 +0000 2011,1348699228.0,,,,,TeamOfBieber,,,
251028482304397312,248484207385534466,@wow0hwow I FUCKING KNEW YOU SECRETLY LOVED JUSTIN BIEBER. AND THEN ALL THAT TIME MOCKING ME IN FIRST YEAR. That's lousy Ciara. :'c,web,tayinoop,Biancaaa.^-^,depends on what I'm reading..,"Don't bother talking to me if you say 'yolo' and/or 'swag', because honestly, I just will not respond. kthanksbye. :)",1134,1997,Wed Mar 31 19:24:36 +0000 2010,1348699228.0,,,,,wow0hwow,,,
251028485278158850,,"""Aveces me duele saber que podría llegar a no verla de nuevo"" - Justin Bieber. RIP  Avalanna",web,consue__cruz,consuecruz,,"I'm BELIEBER*--* ♥ 
Ella es fuerte, pues fue débil una vez. Mantiene su guardia alta, porque sabe lo que es llorar... hasta quedarse dormida",234,591,Thu Aug 09 01:17:36 +0000 2012,1348699229.0,,,,,,,,
251028484930011138,,I kind of miss being obsessed with Justin Bieber :/,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dianasaurus64,Diana Soriano,NJ,Defining is for dictionaries.       http://this-too-shall-pass-64.tumblr.com/,229,140,Mon Aug 01 19:24:52 +0000 2011,1348699229.0,,,,,,,,
251028486221885441,,"""Sólo espero que llegue a verla crecer y oírle decir que tuvo su primer beso con Justin Bieber."" - Justin. OMG :'(",web,HeeySoFiia,Sofia Chadwick,Argentina✝,"Here's a peace sign goin out to all my haters ✌

http://a.tumblr.com/tumblr_lsacvi0Jf81qkdlzoo1.mp3",2139,1833,Wed May 27 16:28:27 +0000 2009,1348699229.0,,,,,,,,
251028487417237504,,Justin Bieber!,web,ApenasVal,She ♪,,#ElvisPresley #Dreamer #idiot . Minha abiga @insomniacbydawn S2,759,614,Sun Jan 22 14:04:19 +0000 2012,1348699229.0,,,,,,,,
251028487803129856,,Escuchar a @A_PinoRuiz cantando boyfriend de Justin Bieber en la ducha es algo realmente traumático xDD,web,Azu_LR94,Azahara López,,,3,5,Wed Sep 26 18:35:21 +0000 2012,1348699230.0,,,,,A_PinoRuiz,,,
251028488163848192,,So much love for one direction and justin bieber http://t.co/clD9f1KT,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",onebieber_x,1D & jb ♥,All around the world ♥,Supporting @onedirection & @justinbieber for the rest of my life.,18,25,Wed Sep 26 10:43:37 +0000 2012,1348699230.0,,,http://t.co/clD9f1KT,,,,,
251028491296985089,,EXCLU : Les fesses de Justin Bieber !!! http://t.co/T6YLK5tT,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",UnderwearBieber,UnderwearBieber ,,"Le blog des fesses de Justin Bieber !!!
Retrouve aussi toutes les photos SEXY inédites de @ChrisBiebersosi

",1050,1992,Sun Sep 18 19:19:22 +0000 2011,1348699230.0,,,http://t.co/T6YLK5tT,,,,,
251028490575568896,251028289458692096,RT @swagonmissbrown: certo che su fb ci sono tantissime pagine bimbominchiose su 1D e Justin..cioè voglio capire che vi piacciono ma 'Ju ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xswaglondon,lwwy⁸,marchisio's arms,"I like how your eyes complementing your hair.









",1501,1382,Sat Oct 30 13:35:59 +0000 2010,1348699230.0,,,,,swagonmissbrown,,,
251028494639837184,250951929683910656,"RT @__lookatusnow: doveva crescere,vantarsi di aver dato il suo primo bacio a justin bieber,mettere su famiglia,invecchiare dolcemente,n ...",web,Leruccia1D,IoAmoLarry,,HI I'M Eleonora  sono una Directioner  ne sono fieraa !!! non sono contro le Beliebers. LA BELLEZZA NON DIPENDE DAI MI PIACE CHE HAI SU FB QUINDI SCIALLATI ,221,667,Fri Apr 27 20:13:18 +0000 2012,1348699231.0,,,,,__lookatusnow,,,
251028495931674624,,Conor Maynard &amp; Justin Bieber should make a duet :),web,iLOVEbieburr,вєℓgιαη вєℓιєвєя ღ∞,belgium :d,10.04.13#BelieberTourBelgium♥I can't describe how much i love Justin in 160 characters.Selena is my role model.♥ No music = No life. ;D #Belgian RIP Avalanna :c,423,760,Sat Oct 15 16:16:23 +0000 2011,1348699231.0,,,,,,,,
251028496187551745,,#20perfectpeopleifollow Justin Bieber &lt;33,web,OnBiebsHeaven,HeartBroken!R.I.PAva,In heaven with Biebs babyy. ✈,When i stare in Justins eyes i feel the power of Kidrauhl as the tears rolling down my cheeks. And Justin thanks for everything what would i do without you? :'D,1342,1052,Wed Aug 29 15:35:31 +0000 2012,1348699232.0,20perfectpeopleifollow,,,,,,,
251028496028168192,250405686486384642,"RT @JusBiebsNotas: ""Estaba lloviendo y cuando salí al escenario, paró de llover. La Madre Naturaleza es Belieber' -Justin Bieber.""",web,KathySwag,Alee Cacahuatteღ    ,∞BieberLandღ ,"I love Justin Bieber and I do not care what you think about it, is my inspiration and my reason to say Never Say Never ...∞ 
101% Belieber∞,BeadlesBabeಌ&BGirlღ",246,754,Sat Feb 18 23:57:07 +0000 2012,1348699231.0,,,,,JusBiebsNotas,,,
251028496988663808,231153000306069506,RT @MyBelieveTour: RETWEET for Justin Bieber. FAVORITE for Drake Bell. :),"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",deborahobida,Obida Deborah,"Abuja,Nigeria","If life gives u 100 reasons to cry show life that u have 1000 reasons to smile, follow and u wont regret it,catch me on facebook at deborah.obida@facebook.com",230,655,Tue May 29 23:46:57 +0000 2012,1348699232.0,,,,,MyBelieveTour,,,
251028498800594945,251028079240155137,@lucthescript Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,0,2,Wed Sep 26 15:52:36 +0000 2012,1348699232.0,,,,,lucthescript,TeamMoshe,,
251028499505217536,,what would you say to justin bieber if he came to talk to you right now? #AskMuse,web,unprettypilvi,Pilvi Pitkäranta,,"Pilvi, 15, Finland.",0,10,Thu Jun 14 15:11:41 +0000 2012,1348699232.0,AskMuse,,,,,,,
251028499178078209,251028289458692096,RT @swagonmissbrown: certo che su fb ci sono tantissime pagine bimbominchiose su 1D e Justin..cioè voglio capire che vi piacciono ma 'Ju ...,web,mileyssecret,avalanna.,in Stefania's arms.,« I think you're the next big boy band » || miley cyrus and oned. are my everything. @DislyGrazieMeng thank you.,1301,1997,Fri Mar 09 14:39:55 +0000 2012,1348699232.0,,,,,swagonmissbrown,,,
251028499190644736,250916495662657537,RT @ThePerfumeShop: RT! Follow for our #BigBirthdayGiveaway of 20 prizes this Friday. No1 is Justin Bieber’s Girlfriend 100ml + Girlfrie ...,web,emmalouisec81, Emma Chamberlain,England Uk,"I Have 3 Beautiful children & I'm a full time Mum, xx",437,1966,Wed Aug 10 13:33:18 +0000 2011,1348699232.0,BigBirthdayGiveaway,,,,ThePerfumeShop,,,
251028501233270785,,#Hot #Sexy #Celebrity Justin Bieber steals the show with 'DWTS' performance -- VIDEO -... http://t.co/FEmD7jJW #F4F Go,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",a__SelenaGomez,Selena Gomez Fan,,The latest Selena Gomez gossip online keeping you up to date with all Selena Gomez news. #CelebrityNews #TeamFollowBack,451,49,Wed Jul 11 08:05:10 +0000 2012,1348699233.0,Hot,Sexy,http://t.co/FEmD7jJW,,,,,
251028502176993280,,All I see is Justin Bieber on my TL don't you have anything else to tweet about???,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aniya333,The Real Aniya,New York City ,Instagram : The_Real_Aniya                  |Tumblr : Aniya333.Tumblr.com               | So Follow Me : ),112,167,Fri Aug 17 13:41:03 +0000 2012,1348699233.0,,,,,,,,
